,GSM2054036,GSM2054037,GSM2054038,GSM2054039,GSM2054040,GSM2054041,GSM2054042,GSM2054043
ZDHHC21,232,815,200,85,389,567,240,571
ZDHHC22,0,0,0,0,0,0,1,0
ZDHHC23,36,129,28,9,25,67,18,27
ZDHHC24,44,154,20,24,148,225,86,210
ZDHHC3,556,1764,386,178,1119,1530,494,1534
ZDHHC4,134,466,80,30,422,578,206,614
ZDHHC5,1470,4957,1199,547,1549,1892,700,2022
ZDHHC6,263,928,179,81,622,759,264,767
ZDHHC7,583,2332,446,196,734,985,409,943
ZDHHC8,128,421,122,50,444,553,206,571
ZDHHC9,162,455,118,44,354,425,195,499
ZEB1,466,1209,386,135,1225,1981,609,1561
ZEB2,476,1378,430,121,1869,2951,873,2445
ZER1,788,2866,752,300,1471,1968,777,2001
ZFAND1,182,779,145,59,572,753,294,656
ZFAND2A,146,613,142,59,251,306,112,348
ZFAND2B,173,638,126,64,191,204,118,251
ZFAND3,498,1651,468,196,1199,1977,579,1670
ZFAND4,1,10,1,0,8,14,3,6
ZFAND5,903,2969,661,348,1931,3270,1100,2631
ZFAND6,1580,5551,1169,580,2340,2830,1403,2965
ZFAT,36,128,29,9,53,72,18,73
ZFC3H1,445,1423,374,136,1256,1525,620,1505
ZFHX2,132,359,107,32,289,342,134,395
ZFHX3,195,496,186,78,500,479,156,492
ZFHX4,426,1067,316,140,1361,1718,741,1709
ZFP1,37,139,29,11,125,172,65,166
ZFP14,31,82,39,5,96,146,58,145
ZFP2,31,110,26,10,178,232,94,225
ZFP28,59,231,31,20,269,519,146,341
ZFP3,75,275,54,33,122,166,69,169
ZFP30,41,191,32,20,102,150,66,139
ZFP36,215,657,149,81,1421,5249,680,1927
ZFP36L1,464,1446,368,154,3119,4782,1700,4349
ZFP36L2,1873,5088,1291,401,3430,4938,1814,4668
ZFP37,16,59,24,5,75,79,25,89
ZFP41,32,126,28,22,128,198,71,166
ZFP42,0,5,0,0,0,0,0,2
ZFP57,7,27,4,3,26,37,15,41
ZFP62,197,672,173,77,802,1266,460,1041
ZFP64,62,225,49,18,134,188,70,124
ZFP69,15,35,10,5,49,42,20,41
ZFP82,19,36,12,1,43,57,23,63
ZFP90,18,55,8,4,58,85,24,91
ZFP91,3474,10798,2600,1242,3301,4524,1837,4352
ZFP92,4,5,1,3,27,27,8,17
ZFPL1,73,271,59,28,245,364,131,332
ZFPM1,65,266,78,31,211,313,116,290
ZFPM2,14,31,6,5,42,67,23,73
ZFR,785,2277,585,231,1957,2392,925,2678
ZFR2,16,25,11,1,58,64,30,60
ZFX,317,1012,251,106,604,795,314,851
ZFYVE1,176,771,162,71,541,714,237,704
ZFYVE16,533,1634,393,164,654,836,346,856
ZFYVE19,99,369,75,24,225,310,106,275
ZFYVE21,256,805,177,80,606,852,383,780
ZFYVE26,321,1158,274,125,862,903,391,1116
ZFYVE27,260,1028,226,80,688,887,398,850
ZFYVE28,5,17,5,3,8,28,12,17
ZFYVE9,585,1830,437,192,687,1082,384,990
ZG16,3,3,0,0,2,1,1,1
ZGLP1,1,7,0,0,4,5,0,3
ZGPAT,231,913,238,94,620,827,360,749
ZGRF1,20,49,14,5,52,62,16,58
ZHX1,513,1628,424,151,1145,1617,599,1586
ZHX2,245,720,210,86,496,721,223,656
ZHX3,491,1393,277,156,667,940,359,833
ZIC1,178,518,96,32,182,247,70,183
ZIC2,0,0,0,0,0,0,0,0
ZIC3,0,2,0,0,2,0,0,0
ZIC4,18,37,6,6,50,56,23,35
ZIC5,0,10,1,1,5,5,2,1
ZIK1,6,23,7,2,33,45,19,40
ZKSCAN1,262,932,250,97,619,894,288,838
ZKSCAN2,4,12,4,2,24,25,8,28
ZKSCAN3,904,2537,687,261,1747,1672,913,1979
ZKSCAN4,8,28,7,6,52,90,25,91
ZKSCAN5,164,638,136,57,326,402,156,434
ZKSCAN7,51,135,28,7,117,160,58,149
ZKSCAN8,296,722,220,74,705,1118,347,959
ZMAT1,77,133,50,13,361,526,183,429
ZMAT2,284,1026,176,82,593,747,310,808
ZMAT3,150,466,115,55,238,347,106,302
ZMAT4,1,0,1,0,0,0,0,0
ZMAT5,101,348,65,27,180,209,88,209
ZMIZ1,798,2358,663,363,1786,2042,770,2283
ZMIZ2,836,2643,638,255,1252,1545,630,1631
ZMPSTE24,416,1498,347,164,501,716,223,675
ZMYM1,69,186,53,20,261,252,114,283
ZMYM2,430,1363,341,132,1054,1397,450,1397
ZMYM3,129,405,103,33,982,1246,552,1271
ZMYM4,172,589,136,59,509,734,303,688
ZMYM5,328,1194,274,124,1307,1461,656,1544
ZMYM6,237,754,213,93,716,839,382,871
ZMYND10,0,1,2,0,8,12,7,5
ZMYND11,774,2301,577,241,1733,2488,895,2341
ZMYND12,3,12,0,1,4,14,4,2
ZMYND15,4,23,15,4,51,87,20,49
ZMYND19,107,404,77,33,206,239,104,279
ZMYND8,341,1009,245,129,652,888,302,842
ZNFX1,680,2056,574,203,1645,2084,697,2026
ZNHIT1,164,570,122,48,273,324,111,338
ZNHIT2,56,255,47,25,127,147,65,145
ZNHIT3,56,213,35,20,102,142,47,121
ZNHIT6,55,168,44,22,176,230,92,254
ZNRD1,74,279,70,13,185,202,78,236
ZNRF1,343,1307,291,128,958,1230,518,1189
ZNRF2,609,1876,422,157,1519,2214,762,1966
ZNRF3,139,518,116,61,176,214,101,220
ZNRF4,0,0,0,0,0,0,0,0
ZP1,0,0,0,0,0,0,0,0
ZP2,0,0,0,0,0,0,0,0
ZP3,0,1,0,0,0,0,1,2
ZPBP,7,33,7,3,21,23,7,21
ZPBP2,8,23,2,1,9,18,8,17
ZPLD1,0,0,0,0,0,0,0,0
ZPR1,170,734,133,63,433,585,221,584
ZRANB1,283,1075,252,132,1238,1570,602,1609
ZRANB2,694,2611,573,238,1731,2409,896,2235
ZRANB3,64,173,32,14,108,191,75,133
ZRSR1,82,241,56,17,464,655,238,587
ZRSR2,105,400,90,30,242,301,142,305
ZSCAN10,0,0,1,0,3,0,0,1
ZSCAN12,32,144,31,18,103,108,50,118
ZSCAN18,1,17,2,2,16,24,4,23
ZSCAN2,11,35,9,4,40,59,15,55
ZSCAN20,31,81,17,12,74,112,37,107
ZSCAN21,125,376,80,51,260,304,128,314
ZSCAN22,50,168,30,19,170,194,104,195
ZSCAN25,56,206,67,23,159,199,96,234
ZSCAN26,605,1810,468,181,1771,1849,926,2123
ZSCAN29,207,809,186,66,434,616,223,554
ZSCAN30,3,9,2,0,6,11,7,11
ZSCAN5B,0,0,0,0,0,1,0,0
ZSWIM1,71,299,58,30,109,156,61,181
ZSWIM2,0,0,0,0,0,0,0,0
ZSWIM3,66,264,55,36,157,146,81,189
ZSWIM4,231,869,153,70,263,292,117,312
ZSWIM5,147,439,141,47,85,123,40,121
ZSWIM6,50,176,62,24,128,260,59,176
ZSWIM7,88,271,54,25,177,199,81,228
ZSWIM8,752,2583,641,307,1354,1639,684,1590
ZUFSP,61,228,66,28,176,247,113,257
ZW10,182,608,135,65,292,350,157,395
ZWILCH,4,26,6,2,58,100,30,69
ZWINT,925,4315,843,327,1080,1474,515,1314
ZXDA,21,30,16,3,29,74,24,36
ZXDB,60,224,56,29,256,344,123,350
ZXDC,108,341,76,38,359,475,209,463
ZYG11A,18,79,23,11,41,52,29,52
ZYG11B,1151,3386,749,323,1865,2656,930,2434
ZYX,208,880,191,92,867,1063,389,1047
ZZEF1,833,2595,678,256,1344,1713,650,1713
ZZZ3,359,1330,260,153,798,968,403,986
0610007P14RIK,66,259,56,25,153,218,65,207
0610009B22RIK,215,770,179,65,333,403,180,431
0610009L18RIK,2,12,1,1,22,31,11,32
0610009O20RIK,460,1392,292,146,676,882,325,916
0610010F05RIK,368,1189,318,115,680,953,361,946
0610010K14RIK,84,341,76,22,207,251,111,249
0610011F06RIK,90,236,64,19,388,497,167,515
0610012G03RIK,457,1605,333,139,779,1040,417,1008
0610030E20RIK,252,750,192,67,995,1444,592,1253
0610037L13RIK,183,697,146,66,536,662,320,686
0610040J01RIK,2,5,1,0,4,6,1,5
1110001J03RIK,239,971,208,87,798,958,336,857
1110002E22RIK,5,4,1,2,2,3,6,139
1110004E09RIK,131,510,122,39,272,353,126,321
1110004F10RIK,283,1147,219,107,695,862,320,851
1110008F13RIK,2484,10332,2072,828,2673,3461,1297,3377
1110008L16RIK,126,426,91,51,294,372,118,421
1110008P14RIK,549,2010,357,149,270,403,135,363
1110012L19RIK,75,247,54,31,145,187,86,207
1110017D15RIK,3,5,1,0,0,2,0,3
1110025L11RIK,0,0,0,0,0,0,0,0
1110032A03RIK,277,837,190,81,653,788,284,913
1110032F04RIK,0,0,0,0,2,0,0,2
1110034G24RIK,50,153,41,13,113,147,46,126
1110037F02RIK,503,1588,379,157,1016,1360,472,1260
1110038F14RIK,81,337,80,30,204,294,103,286
1110051M20RIK,15,62,12,8,106,184,65,150
1110057P08RIK,0,0,0,0,0,0,0,0
1110059E24RIK,125,475,97,52,238,341,123,291
1110059G10RIK,66,218,43,22,150,238,97,220
1110065P20RIK,111,474,97,38,266,369,123,341
1190002N15RIK,291,887,195,82,638,929,378,987
1190003K10RIK,0,0,0,0,0,0,0,0
1190005I06RIK,286,1146,204,103,658,967,399,946
1190007I07RIK,123,501,99,39,248,374,152,352
1300017J02RIK,1,3,1,0,1,5,3,3
1500009C09RIK,0,0,0,0,0,0,0,0
1500009L16RIK,1,2,2,0,9,16,5,17
1500011B03RIK,7,27,3,4,24,49,8,37
1500011K16RIK,125,464,70,41,405,512,208,505
1500015O10RIK,1,2,0,0,3,2,2,1
1520401A03RIK,1,1,0,0,1,4,2,3
1600002H07RIK,45,237,51,25,64,111,44,98
1600002K03RIK,23,64,10,6,51,68,25,57
1600012H06RIK,217,736,172,58,474,591,241,621
1600014C10RIK,673,2143,601,238,1086,1590,534,1397
1600014C23RIK,4,6,1,1,0,2,1,2
1600015I10RIK,0,1,0,0,3,5,1,5
1600029O15RIK,4,11,4,0,8,5,3,7
1700001C02RIK,0,4,2,0,17,16,8,15
1700001C19RIK,1,2,1,0,1,2,1,2
1700001F09RIK,0,0,0,0,0,0,0,0
1700001J03RIK,0,2,0,0,4,15,1,3
1700001J11RIK,2,6,5,1,25,22,3,21
1700001K19RIK,3,6,1,0,10,14,3,10
1700001L19RIK,0,1,0,0,0,0,1,1
1700001O22RIK,3,29,8,1,7,9,7,10
1700001P01RIK,0,1,0,0,2,4,1,0
1700003E16RIK,8,32,13,3,45,40,26,58
1700003F12RIK,0,8,0,0,1,5,1,2
1700003H04RIK,0,0,0,0,0,0,0,0
1700003N22RIK,0,0,0,0,0,0,0,0
1700006A11RIK,0,0,0,0,0,0,0,0
1700006E09RIK,0,1,1,0,1,1,0,1
1700007B14RIK,0,0,0,0,0,0,1,0
1700007E05RIK,2,2,1,1,12,11,3,7
1700007G11RIK,0,0,0,0,0,0,0,0
1700007K09RIK,0,0,1,0,0,1,0,1
1700007K13RIK,1,20,6,3,2,7,0,4
1700008O03RIK,2,4,0,0,9,10,9,15
1700008P02RIK,0,0,0,0,0,0,0,0
1700009N14RIK,0,0,0,0,0,0,1,0
1700010B08RIK,0,0,0,0,1,0,0,2
1700010I14RIK,13,48,8,3,8,10,4,11
1700010N08RIK,0,0,0,0,0,0,0,0
1700011E24RIK,0,1,0,0,1,0,0,0
1700011H14RIK,34,94,30,11,1,3,0,0
1700011I03RIK,0,1,0,0,0,0,0,2
1700011L22RIK,1,5,1,2,1,0,0,1
1700011M02RIK,0,0,0,0,0,0,0,0
1700012A03RIK,0,0,0,0,0,0,0,0
1700012B07RIK,0,0,0,0,0,1,0,0
1700012B09RIK,0,0,0,0,0,0,0,0
1700012L04RIK,3,1,0,1,3,3,0,3
1700012P22RIK,0,0,0,0,0,0,0,0
1700013D24RIK,0,0,0,0,0,0,0,0
1700013F07RIK,0,0,0,0,0,0,0,0
1700013G24RIK,0,1,0,0,0,0,0,0
1700013H16RIK,0,0,0,0,0,0,0,0
1700014D04RIK,0,0,1,0,0,2,0,0
1700015E13RIK,0,2,0,0,1,4,6,3
1700015F17RIK,0,0,0,0,0,0,0,0
1700015G11RIK,0,0,0,0,0,0,0,0
1700016C15RIK,1,0,0,0,0,0,0,0
1700016D06RIK,2,8,4,2,15,12,11,8
1700016H13RIK,0,0,0,0,0,0,0,0
1700016K19RIK,0,0,0,0,0,0,0,0
1700017B05RIK,185,679,128,75,666,671,324,938
1700017D01RIK,0,2,0,0,3,1,0,0
1700017N19RIK,0,0,0,0,0,0,0,0
1700018B08RIK,0,0,0,0,0,1,0,0
1700018C11RIK,0,1,0,0,1,2,1,0
1700018F24RIK,0,3,0,0,4,2,0,0
1700018M17RIK,1,0,0,0,1,0,0,0
1700019A02RIK,0,0,0,0,2,0,0,0
1700019B03RIK,0,1,0,0,0,1,2,2
1700019D03RIK,12,26,1,2,31,26,7,19
1700019M22RIK,0,0,0,0,0,0,0,0
1700019N19RIK,0,0,0,0,0,0,0,0
1700019O17RIK,0,0,0,0,0,0,0,1
1700020A23RIK,0,0,1,1,3,0,0,2
1700020D05RIK,0,12,0,2,14,16,7,13
1700020L24RIK,38,203,40,13,58,70,35,76
1700020N01RIK,0,1,1,0,0,1,0,0
1700020N15RIK,0,0,0,0,0,0,0,0
1700021F05RIK,698,2487,496,262,622,821,355,868
1700021F07RIK,0,0,0,0,0,0,0,0
1700022A21RIK,0,0,0,0,0,0,0,0
1700022I11RIK,0,1,0,0,5,0,0,4
1700023F06RIK,0,0,0,0,0,0,0,0
1700024B05RIK,0,0,0,0,0,0,0,1
1700024G13RIK,0,0,0,0,0,0,0,0
1700024J04RIK,4,36,4,3,20,25,13,25
1700024P04RIK,0,0,0,0,0,0,0,0
1700024P16RIK,1,3,1,0,2,1,2,1
1700025B11RIK,1,0,0,0,0,3,0,1
1700025C18RIK,0,0,0,0,0,1,0,0
1700025F22RIK,0,0,0,0,0,0,0,0
1700025G04RIK,60,141,49,28,180,255,83,260
1700028B04RIK,2,2,4,0,5,9,4,9
1700028J19RIK,0,10,2,0,8,1,2,7
1700028K03RIK,1,4,1,1,5,6,15,2
1700028P14RIK,0,0,0,0,0,0,0,0
1700029F12RIK,5,11,7,1,9,4,1,4
1700029H14RIK,0,0,0,0,1,0,0,1
1700029I15RIK,17,105,8,6,23,28,11,24
1700029J07RIK,5,16,4,3,97,135,48,125
1700029P11RIK,0,0,0,0,0,0,0,0
1700030C10RIK,1,4,1,0,3,3,4,4
1700030J22RIK,2,12,4,0,20,7,2,9
1700030K09RIK,54,161,52,20,156,177,95,217
1700031F05RIK,0,0,0,0,0,0,0,0
1700031M16RIK,0,0,0,0,0,0,0,0
1700034E13RIK,0,0,0,0,0,0,0,0
1700034I23RIK,1,1,0,0,2,3,1,2
1700034J05RIK,0,0,0,0,1,4,2,1
1700034O15RIK,0,0,0,0,0,0,0,0
1700037C18RIK,29,96,16,4,36,42,15,63
1700037H04RIK,2943,10490,2926,899,2271,2913,1184,3155
1700039E15RIK,0,0,0,0,0,1,1,1
1700040F15RIK,0,0,0,0,0,0,0,0
1700040L02RIK,49,337,59,28,19,47,16,24
1700042G07RIK,0,0,0,0,0,0,0,0
1700047I17RIK2,53,199,35,23,198,374,124,237
1700048O20RIK,9,13,6,1,19,17,7,18
1700049E17RIK1,0,0,0,0,0,0,0,0
1700049E17RIK2,0,0,0,0,6,8,6,4
1700049G17RIK,89,261,80,31,314,434,189,387
1700049L16RIK,0,0,0,0,0,0,0,0
1700056E22RIK,19,113,18,2,34,67,20,58
1700057G04RIK,0,7,0,0,7,6,3,6
1700061G19RIK,1,2,0,0,1,4,3,1
1700063K16RIK,0,0,0,0,0,0,0,0
1700064H15RIK,0,1,0,0,0,2,0,3
1700065I16RIK,0,0,0,0,0,0,0,0
1700066B19RIK,4,21,4,0,5,6,4,9
1700066M21RIK,118,336,81,32,153,220,97,227
1700067K01RIK,5,25,7,1,9,9,6,11
1700067P10RIK,0,0,0,0,0,0,0,0
1700069L16RIK,0,0,0,0,0,0,0,0
1700071K01RIK,0,0,1,0,0,2,0,0
1700073E17RIK,1,4,0,0,1,1,0,1
1700074P13RIK,0,0,0,0,0,0,0,0
1700080E11RIK,0,0,0,0,0,0,0,0
1700080O16RIK,0,0,0,0,0,0,0,0
1700084J12RIK,0,0,0,0,0,1,0,0
1700084M14RIK,0,0,0,0,0,0,0,0
1700086D15RIK,0,0,0,0,0,0,0,0
1700086L19RIK,0,0,0,0,0,0,0,0
1700088E04RIK,8,46,8,1,50,50,17,60
1700091H14RIK,0,0,0,0,0,0,0,0
1700092M07RIK,0,3,0,0,0,3,0,5
1700093K21RIK,0,3,0,0,6,7,3,5
1700102P08RIK,1,13,5,0,2,6,0,5
1700109H08RIK,21,39,12,8,47,52,23,46
1700110I07RIK,0,0,0,0,0,0,0,0
1700112E06RIK,25,80,19,5,111,172,63,126
1700113H08RIK,0,0,0,0,0,0,0,0
1700122O11RIK,0,0,0,0,0,0,0,0
1700123I01RIK,0,0,0,0,2,0,0,7
1700123K08RIK,0,0,1,0,0,2,1,1
1700123L14RIK,0,1,0,0,0,1,0,0
1700123O20RIK,234,886,167,88,290,354,130,394
1700125H20RIK,0,0,0,0,0,0,0,0
1700128F08RIK,5,21,1,6,19,20,12,33
1700129C05RIK,0,0,0,0,0,1,0,0
1810009A15RIK,82,306,83,22,191,206,84,208
1810009J06RIK,0,0,0,0,0,0,0,0
1810010H24RIK,20,32,5,3,11,23,9,16
1810011H11RIK,20,52,18,5,16,14,6,37
1810011O10RIK,772,3023,777,321,3401,4376,1878,4730
1810013L24RIK,415,1393,283,142,781,1028,416,1017
1810018F18RIK,0,1,0,0,1,3,0,1
1810022K09RIK,185,693,145,70,538,642,261,680
1810024B03RIK,12,32,8,2,26,38,12,43
1810026J23RIK,556,1710,447,172,985,1142,465,1275
1810030O07RIK,244,760,127,86,521,773,324,726
1810032O08RIK,28,105,31,12,85,107,59,116
1810037I17RIK,102,336,82,34,456,573,229,567
1810041L15RIK,0,5,2,0,2,2,4,5
1810043G02RIK,244,838,173,54,392,613,171,544
1810043H04RIK,93,429,96,36,222,273,108,260
1810046K07RIK,0,1,0,0,4,8,5,2
1810049J17RIK,42,161,46,11,40,61,23,57
1810055G02RIK,77,261,54,17,94,107,41,129
1810062G17RIK,5,16,3,0,33,60,22,39
1810065E05RIK,0,2,0,0,0,0,0,0
2010001K21RIK,0,0,0,0,0,1,0,1
2010003K11RIK,364,1341,316,109,51,68,37,63
2010005H15RIK,0,0,0,0,4,3,0,2
2010010A06RIK,0,1,0,0,0,0,0,0
2010106E10RIK,0,0,0,0,0,1,0,1
2010107E04RIK,1571,6154,1225,560,1797,2441,934,2551
2010107G12RIK,1,11,2,0,12,7,2,9
2010107G23RIK,14,57,13,8,18,48,11,30
2010109A12RIK,6,12,1,2,10,13,5,14
2010109I03RIK,2,37,4,1,58,51,12,46
2010111I01RIK,76,330,71,33,171,197,90,217
2010300C02RIK,0,11,0,2,1,3,3,3
2010315B03RIK,133,407,112,41,181,299,101,242
2200002D01RIK,7,43,12,3,11,18,13,19
2200002J24RIK,0,0,0,0,0,0,0,0
2210010C04RIK,3,7,2,3,4,2,2,5
2210011C24RIK,0,8,1,5,1,1,1,3
2210013O21RIK,44,216,41,15,166,197,69,172
2210016F16RIK,554,1862,440,153,493,564,248,645
2210016L21RIK,52,269,65,20,148,172,71,175
2210017I01RIK,1,1,0,0,2,0,1,4
2210404O09RIK,15,38,20,3,37,68,12,39
2210407C18RIK,0,0,0,0,0,2,0,0
2210408I21RIK,46,142,24,15,81,125,48,117
2210409E12RIK,0,0,0,0,0,0,0,0
2210418O10RIK,137,524,130,42,346,447,157,443
2300002M23RIK,0,0,0,0,0,0,0,0
2300003K06RIK,0,0,0,0,0,0,0,0
2300009A05RIK,137,571,118,50,317,415,187,412
2310002L09RIK,8,2,0,1,0,0,1,33
2310003L06RIK,0,0,0,0,0,0,0,0
2310007B03RIK,0,0,0,0,1,0,0,0
2310009B15RIK,24,69,14,7,98,129,60,138
2310011J03RIK,222,876,178,64,237,318,116,338
2310022A10RIK,95,369,80,52,195,275,118,313
2310022B05RIK,148,520,106,48,300,440,160,464
2310030G06RIK,15,49,11,3,29,31,17,27
2310033P09RIK,41,129,34,14,98,143,51,169
2310034C09RIK,0,0,0,0,0,0,0,0
2310034G01RIK,1,1,0,0,2,1,1,1
2310035C23RIK,203,642,165,72,460,592,199,561
2310036O22RIK,279,1049,234,123,442,508,198,554
2310039H08RIK,91,426,80,26,140,181,76,188
2310046K23RIK,0,0,0,0,0,0,0,0
2310050C09RIK,0,0,0,0,0,0,0,0
2310057J18RIK,0,0,0,0,0,0,0,0
2310057M21RIK,132,548,128,52,207,241,99,220
2310057N15RIK,0,0,0,0,1,1,0,1
2310061I04RIK,803,2630,606,251,1190,1720,681,1587
2310061N02RIK,0,0,0,0,0,0,0,0
2310079G19RIK,0,0,0,0,0,0,0,0
2410002F23RIK,67,323,87,29,431,523,211,517
2410004B18RIK,127,383,77,42,166,150,79,187
2410004P03RIK,8,15,4,0,22,16,16,12
2410015M20RIK,948,3198,686,314,1435,1628,728,1736
2410016O06RIK,52,189,29,25,113,145,58,145
2410024N13RIK,0,6,1,1,7,7,4,8
2410089E03RIK,128,352,101,40,412,521,210,463
2410131K14RIK,431,1883,293,165,631,989,308,806
2410137M14RIK,0,0,1,1,0,0,0,0
2410141K09RIK,1,7,1,0,4,8,1,0
2510002D24RIK,75,278,68,29,229,284,126,294
2510009E07RIK,166,441,128,52,360,570,139,506
2510039O18RIK,280,1067,240,106,673,985,306,878
2610001J05RIK,143,492,114,49,311,405,166,383
2610002M06RIK,74,222,62,26,253,361,140,376
2610005L07RIK,130,403,114,37,722,1009,380,916
2610008E11RIK,122,434,111,40,459,544,247,659
2610020H08RIK,34,71,14,7,328,449,239,394
2610021A01RIK,72,218,64,19,151,245,80,217
2610024D14RIK,0,0,0,0,0,0,0,0
2610028H24RIK,0,0,0,0,0,2,0,1
2610042L04RIK,2,16,0,0,7,14,4,5
2610044O15RIK8,161,580,124,52,383,439,156,491
2610301B20RIK,79,239,54,23,169,224,89,250
2610305D13RIK,77,346,79,33,289,379,158,391
2610318N02RIK,22,111,38,18,2,2,0,3
2610507B11RIK,3747,11238,2881,1091,7875,10209,4122,10487
2610524H06RIK,10,21,8,1,36,30,14,31
2610528A11RIK,2,7,3,1,6,5,3,4
2610528J11RIK,0,0,0,0,0,0,0,0
2700029M09RIK,112,380,82,33,359,432,156,413
2700049A03RIK,67,191,57,24,180,247,87,219
2700060E02RIK,470,1962,379,193,1294,1853,689,1776
2700062C07RIK,81,287,71,35,145,149,63,175
2700081O15RIK,560,1655,400,170,684,831,346,929
2700094K13RIK,16,92,13,7,155,219,77,191
2700097O09RIK,183,650,141,50,351,329,186,410
2700099C18RIK,1,4,2,0,8,17,4,11
2810004N23RIK,90,310,71,33,224,213,105,272
2810006K23RIK,118,294,79,18,256,401,145,344
2810021J22RIK,155,535,140,58,195,311,82,257
2810025M15RIK,114,330,59,34,125,161,77,191
2810039B14RIK,26,84,26,8,77,133,46,94
2810047C21RIK1,0,0,0,0,2,8,0,0
2810403A07RIK,598,2048,489,214,1340,1571,650,1712
2810408A11RIK,14,66,10,9,15,26,11,18
2810417H13RIK,8,18,8,1,27,98,27,35
2810428I15RIK,202,789,202,70,452,621,214,609
2810459M11RIK,1,25,6,2,3,2,1,2
2810474O19RIK,647,1613,453,150,935,1751,494,1237
2900011O08RIK,0,0,0,0,3,2,0,4
2900026A02RIK,201,594,181,77,816,1171,346,1089
2900055J20RIK,0,0,0,0,0,0,0,0
2900092C05RIK,0,0,0,0,0,0,0,0
3000002C10RIK,11,65,12,5,38,36,25,41
3010026O09RIK,4,14,2,2,20,30,8,16
3100002H09RIK,0,0,0,0,0,0,0,0
3110001I22RIK,71,224,52,17,107,121,55,105
3110002H16RIK,290,1070,236,115,589,859,373,828
3110009E18RIK,6,34,8,4,15,32,11,15
3110018I06RIK,0,0,0,0,0,0,0,0
3110021N24RIK,4,5,1,0,7,14,4,8
3110035E14RIK,2,3,2,0,2,5,0,5
3110040N11RIK,41,112,25,12,133,232,64,206
3110043O21RIK,217,590,136,63,406,484,205,488
3110052M02RIK,17,57,26,4,68,76,40,88
3110053B16RIK,10,34,8,5,41,44,17,27
3110062M04RIK,55,201,39,33,249,269,115,258
3110067C02RIK,3,5,3,1,4,5,0,6
3110070M22RIK,3,16,4,1,20,27,14,24
3110079O15RIK,0,0,0,0,0,0,0,0
3110082I17RIK,20,62,14,4,42,60,23,57
3110082J24RIK,0,0,0,0,0,0,0,1
3300002I08RIK,3,7,3,1,20,11,6,16
3425401B19RIK,5,5,1,2,1,2,9,156
3632451O06RIK,0,16,4,2,23,44,9,37
3830403N18RIK,0,2,2,0,4,9,0,6
3830406C13RIK,207,558,138,66,455,672,249,640
3830408C21RIK,0,3,2,1,5,10,9,8
3830417A13RIK,1,11,5,1,4,4,4,6
4430402I18RIK,38,86,20,14,334,435,154,433
4833418N17RIK,0,0,0,0,0,0,0,0
4833420G17RIK,135,452,106,54,427,596,252,539
4833423E24RIK,0,0,1,0,0,0,0,1
4833427G06RIK,0,0,0,0,0,0,0,0
4833439L19RIK,1231,3285,788,396,3047,3843,1604,4130
4921501E09RIK,0,0,0,0,0,0,0,0
4921504E06RIK,0,0,0,0,0,0,0,0
4921507P07RIK,9,41,15,7,94,165,56,149
4921508M14RIK,0,0,0,0,0,0,0,0
4921509C19RIK,0,0,0,0,0,0,0,1
4921511C20RIK,0,0,0,0,0,0,0,0
4921511H03RIK,0,0,0,0,0,0,0,0
4921511M17RIK,0,0,0,0,0,0,0,0
4921513D11RIK,3,2,2,1,3,1,0,2
4921513I03RIK,3,3,2,0,6,2,1,5
4921517D22RIK,0,0,0,0,1,1,1,2
4921524J17RIK,80,269,65,28,116,181,58,171
4921524L21RIK,0,0,0,0,0,0,0,0
4921528I07RIK,0,0,0,0,1,1,0,0
4921530L21RIK,0,0,0,0,0,0,0,0
4921536K21RIK,29,78,19,9,11,12,5,15
4921539E11RIK,0,0,0,0,0,0,0,0
4922502D21RIK,0,0,0,0,0,0,0,0
4930402F06RIK,0,0,0,0,0,0,0,0
4930402H24RIK,1572,4268,1251,491,2944,3773,1489,3738
4930402K13RIK,0,0,0,0,0,0,0,0
4930404H24RIK,0,1,2,0,0,1,0,1
4930404N11RIK,4,9,1,1,6,9,1,10
4930407I10RIK,0,0,0,0,0,0,0,0
4930408O17RIK,0,0,0,0,0,0,0,0
4930412O13RIK,0,1,1,0,0,0,0,0
4930415F15RIK,4,17,1,2,3,3,3,5
4930415H17RIK,0,0,0,0,0,0,0,0
4930415L06RIK,0,0,0,0,0,0,0,0
4930415O20RIK,50,127,26,14,11,14,2,14
4930421P07RIK,0,0,0,0,0,0,0,0
4930426L09RIK,0,1,2,1,1,2,1,3
4930427A07RIK,4,8,1,0,61,24,7,61
4930430A15RIK,0,1,0,0,0,1,0,1
4930430F08RIK,115,411,97,29,230,375,128,323
4930431P19RIK,18,66,14,6,24,32,14,33
4930432E11RIK,0,0,0,0,1,1,0,0
4930432K21RIK,2,5,3,0,6,11,9,13
4930432M17RIK,0,0,0,0,0,0,0,0
4930433I11RIK,0,0,0,0,0,0,0,0
4930435E12RIK,0,0,0,0,0,0,0,0
4930438A08RIK,0,1,0,0,0,0,0,0
4930442H23RIK,0,2,0,0,0,2,1,0
4930444G20RIK,0,0,0,0,0,0,0,0
4930444P10RIK,0,3,0,1,4,1,0,6
4930447A16RIK,0,0,0,0,0,0,0,0
4930447C04RIK,6,31,5,2,24,24,18,37
4930447F04RIK,0,0,0,0,0,0,0,0
4930448K20RIK,0,2,0,0,0,0,0,0
4930449A18RIK,0,0,0,0,0,0,0,0
